label,TimbreAvg1,TimbreAvg2,TimbreAvg3,TimbreAvg4,TimbreAvg5,TimbreAvg6,TimbreAvg7,TimbreAvg8,TimbreAvg9,TimbreAvg10,TimbreAvg11,TimbreAvg12,TimbreCovariance1,TimbreCovariance2,TimbreCovariance3,TimbreCovariance4,TimbreCovariance5,TimbreCovariance6,TimbreCovariance7,TimbreCovariance8,TimbreCovariance9,TimbreCovariance10,TimbreCovariance11,TimbreCovariance12,TimbreCovariance13,TimbreCovariance14,TimbreCovariance15,TimbreCovariance16,TimbreCovariance17,TimbreCovariance18,TimbreCovariance19,TimbreCovariance20,TimbreCovariance21,TimbreCovariance22,TimbreCovariance23,TimbreCovariance24,TimbreCovariance25,TimbreCovariance26,TimbreCovariance27,TimbreCovariance28,TimbreCovariance29,TimbreCovariance30,TimbreCovariance31,TimbreCovariance32,TimbreCovariance33,TimbreCovariance34,TimbreCovariance35,TimbreCovariance36,TimbreCovariance37,TimbreCovariance38,TimbreCovariance39,TimbreCovariance40,TimbreCovariance41,TimbreCovariance42,TimbreCovariance43,TimbreCovariance44,TimbreCovariance45,TimbreCovariance46,TimbreCovariance47,TimbreCovariance48,TimbreCovariance49,TimbreCovariance50,TimbreCovariance51,TimbreCovariance52,TimbreCovariance53,TimbreCovariance54,TimbreCovariance55,TimbreCovariance56,TimbreCovariance57,TimbreCovariance58,TimbreCovariance59,TimbreCovariance60,TimbreCovariance61,TimbreCovariance62,TimbreCovariance63,TimbreCovariance64,TimbreCovariance65,TimbreCovariance66,TimbreCovariance67,TimbreCovariance68,TimbreCovariance69,TimbreCovariance70,TimbreCovariance71,TimbreCovariance72,TimbreCovariance73,TimbreCovariance74,TimbreCovariance75,TimbreCovariance76,TimbreCovariance77,TimbreCovariance78
2004,51.18739261744967,95.64264988814313,7.94142393736017,3.847361297539149,56.83673042505594,-5.6382192393736,11.945036912751688,4.141983221476514,-18.931554809843398,7.026463087248319,-20.287062639821016,-10.8179899328859,16.654748330561343,3414.97335615164,2895.8934829074215,3131.1771407058236,1186.0908085375504,1075.2229951814436,979.2038800893413,712.9452158037494,394.3432516201728,419.95028393536603,510.79515606998,222.5806173806376,-23.892393889261747,28.58680674042327,-3.3613999829960077,-1.6387059533921569,-22.787623133311282,19.562100829836087,-5.7044254861262464,-9.524904914066907,10.286190543624157,13.13246527098161,-8.566908923329855,944.4695863020072,317.9978349082711,1127.6817734867,-127.260665753216,-539.0522741169611,210.03711467608994,-255.45845981148426,-25.662308730183288,143.99590889965705,100.40632993074017,346.637005021353,605.2672725880951,259.2372061960713,-242.57073792944,45.58795448304487,-71.54261711167645,1.6048854854310621,235.47713245883594,35.959327223051034,-108.51070890249417,-483.52758837310824,-116.66151742096618,145.87911740136556,127.54532367436012,-56.701592474330546,-496.36861072650316,180.1976647891918,6.0382989363531046,-267.40253706170665,154.76291179502394,-184.33663468724436,47.99806193460696,156.7721449797355,107.11771844616591,112.90972209096853,-50.50360937434332,5.773139196256716,8.777879594361805,51.39561771973416,-56.90987674583074,-184.23848316175395,252.5413997147914,57.43540924716476,-22.87383667181734,-76.76117830496328,36.94505315305471,-137.68606531137033,-28.763070988734153,28.36718083555543,-106.53842425790451,-82.93369970892425,-38.73005080851814,-29.555596974319275,0.7623318822309216,-66.13727269813688
